timestamp,phase_A_voltage,phase_B_voltage,phase_C_voltage,line_current,frequency,power_factor,thd_percent
0.0,0.0,281.4582562299426,-281.4582562299426,3.0,50.0,0.95,2.0
0.0002,20.406918847026848,270.69940323078237,-291.1063220778092,3.0313952597646567,50.00006283183654,0.9500125663697875,2.0001884955547506
0.0004,40.73330090839888,258.87222335786385,-299.60552426626265,3.062666616782152,50.00012566357385,0.950025132734614,2.0003769910827116
0.0006000000000000001,60.898927240360514,246.023393086821,-306.9223203271814,3.0936906572928624,50.000188495112724,0.9500376990895185,2.0005654865570937
0.0008,80.82421332857783,232.2036208806612,-313.027834209239,3.1243449435824275,50.00025132635394,0.9500502654295401,2.0007539819511075
0.001,100.43052317185793,217.46744706662895,-317.8979702384869,3.1545084971874737,50.000314157198275,0.9500628317497175,2.000942477237964
0.0012000000000000001,119.64047962252036,201.87302859045087,-321.5135082129712,3.184062276342339,50.00037698754652,0.9500753980450901,2.0011309723908735
0.0014,138.37826975864863,185.48190949744026,-323.86017925608894,3.2128896457825364,50.000439817299444,0.9500879643106966,2.001319467383046
0.0016,156.56994408305746,168.35877804626728,-324.9287221293248,3.2408768370508576,50.00050264635784,0.9501005305415763,2.0015079621876932
0.0018000000000000002,174.14370836817392,150.57121141395515,-324.714919782129,3.2679133974894983,50.00056547462248,0.9501130967327681,2.0016964567780255
0.002,191.03020699505373,132.18940899963513,-323.2196159946888,3.2938926261462367,50.00062830199417,0.9501256628793111,2.0018849511272534
0.0022,207.16279666832418,113.28591537959001,-320.44871204791406,3.318711994874345,50.00069112837368,0.9501382289762444,2.0020734452085875
0.0024000000000000002,222.47780942682382,93.9353340069533,-316.4131434337771,3.342273552964344,50.0007539536618,0.9501507950186071,2.0022619389952387
0.0026000000000000003,236.91480391195878,74.21403278596311,-311.1288366979218,3.364484313710706,50.00081677775933,0.9501633610014383,2.002450432460418
0.0028,250.41680390213153,54.19984268273335,-304.6166465848647,3.3852566213878945,50.00087960056705,0.9501759269197771,2.0026389255773362
0.003,262.93052317185794,33.97175056198747,-296.9022737338452,3.4045084971874737,50.00094242198577,0.9501884927686628,2.0028274183192045
0.0032,274.4065757881549,13.609587461989939,-288.0161632501447,3.4221639627510076,50.001005241916275,0.9502010585431345,2.0030159106592333
0.0034000000000000002,284.79967101425564,-6.8062864620909815,-277.99338455216457,3.4381533400219317,50.001068060259364,0.9502136242382315,2.003204402570634
0.0036000000000000003,294.06879205145634,-27.19529908300253,-266.8734929684537,3.4524135262330096,50.00113087691584,0.9502261898489931,2.003392894026618
0.0038,302.1773579136817,-47.47698428278367,-254.7003736308979,3.464888242944126,50.001193691786504,0.9502387553704584,2.0035813850003956
0.004,309.0933677959249,-67.5712995157717,-241.52206828015312,3.475528258147577,50.001256504772165,0.950251320797667,2.0037698754651787
0.004200000000000001,314.78952736680515,-87.39894169996131,-227.39058566684366,3.4842915805643155,50.001319315773635,0.950263886125658,2.0039583653941784
0.0044,319.2433564868238,-106.88166019003954,-212.36169629678417,3.4911436253643444,50.00138212469173,0.950276451349471,2.004146854760606
0.0046,322.43727792720523,-125.94256559693348,-196.49471233027174,3.4960573506572388,50.00144493142726,0.9502890164641454,2.004335343537673
0.0048000000000000004,324.3586867391883,-144.50643323510133,-179.85225350408672,3.499013364214136,50.00150773588104,0.9503015814647207,2.004523831698591
0.005,325.0,-162.49999999999991,-162.49999999999991,3.5,50.00157053795391,0.9503141463462363,2.004712319216572
0.005200000000000001,324.3586867391883,-179.85225350408678,-144.5064332351013,3.499013364214136,50.00163333754668,0.950326711103732,2.004900806064827
0.0054,322.43727792720523,-196.4947123302718,-125.94256559693338,3.4960573506572388,50.001696134560184,0.9503392757322473,2.0050892922165686
0.0056,319.2433564868238,-212.36169629678426,-106.8816601900395,3.4911436253643444,50.00175892889526,0.950351840226822,2.005277777645008
0.0058000000000000005,314.78952736680515,-227.3905856668437,-87.39894169996128,3.4842915805643155,50.00182172045275,0.9503644045824956,2.005466262323357
0.006,309.0933677959249,-241.5220682801532,-67.57129951577167,3.475528258147577,50.0018845091335,0.9503769687943081,2.005654746224829
0.006200000000000001,302.1773579136817,-254.70037363089796,-47.47698428278363,3.4648882429441255,50.001947294838345,0.9503895328572993,2.005843229322635
0.0064,294.06879205145634,-266.8734929684539,-27.19529908300243,3.4524135262330096,50.00201007746815,0.9504020967665091,2.006031711589988
0.0066,284.79967101425564,-277.9933845521646,-6.806286462090877,3.4381533400219317,50.00207285692377,0.9504146605169774,2.0062201930001002
0.0068000000000000005,274.40657578815484,-288.0161632501447,13.609587461990042,3.4221639627510076,50.00213563310606,0.9504272241037444,2.006408673526184
0.007,262.93052317185794,-296.90227373384516,33.97175056198743,3.4045084971874737,50.00219840591589,0.9504397875218501,2.0065971531414526
0.007200000000000001,250.41680390213145,-304.6166465848648,54.19984268273346,3.3852566213878945,50.00226117525415,0.9504523507663345,2.0067856318191186
0.0074,236.91480391195876,-311.12883669792194,74.21403278596323,3.364484313710706,50.00232394102169,0.9504649138322381,2.006974109532395
0.0076,222.4778094268238,-316.4131434337771,93.9353340069534,3.342273552964344,50.00238670311943,0.950477476714601,2.0071625862544953
0.0078000000000000005,207.16279666832406,-320.44871204791406,113.28591537959011,3.3187119948743447,50.00244946144822,0.9504900394084638,2.007351061958632
0.008,191.03020699505376,-323.21961599468875,132.1894089996351,3.2938926261462367,50.002512215908986,0.9505026019088667,2.0075395366180184
0.0082,174.14370836817378,-324.714919782129,150.57121141395524,3.2679133974894983,50.00257496640262,0.9505151642108504,2.007728010205869
0.008400000000000001,156.5699440830573,-324.92872212932485,168.35877804626747,3.240876837050857,50.00263771283003,0.9505277263094554,2.007916482695397
0.0086,138.37826975864857,-323.8601792560889,185.48190949744037,3.2128896457825364,50.00270045509213,0.9505402881997222,2.0081049540598164
0.0088,119.64047962252027,-321.5135082129712,201.87302859045096,3.1840622763423387,50.00276319308985,0.9505528498766921,2.0082934242723405
0.009000000000000001,100.43052317185781,-317.8979702384869,217.46744706662906,3.1545084971874737,50.0028259267241,0.9505654113354054,2.0084818933061843
0.0092,80.82421332857783,-313.027834209239,232.20362088066116,3.1243449435824275,50.00288865589583,0.9505779725709034,2.008670361134562
0.0094,60.898927240360486,-306.92232032718135,246.02339308682093,3.0936906572928624,50.00295138050598,0.9505905335782269,2.0088588277306885
0.009600000000000001,40.73330090839883,-299.60552426626265,258.8722233578639,3.062666616782152,50.003014100455495,0.9506030943524171,2.0090472930677774
0.0098,20.406918847026915,-291.1063220778092,270.69940323078237,3.0313952597646567,50.003076815645336,0.9506156548885152,2.0092357571190442
0.01,3.980102097228898e-14,-281.45825622994266,281.4582562299426,3.0,50.003139525976465,0.9506282151815625,2.009424219857704
0.0102,-20.406918847026976,-270.69940323078225,291.10632207780924,2.9686047402353433,50.00320223134985,0.9506407752266004,2.0096126812569723
0.010400000000000001,-40.733300908399045,-258.8722233578638,299.60552426626276,2.9373333832178474,50.00326493166648,0.9506533350186704,2.0098011412900636
0.0106,-60.89892724036056,-246.0233930868209,306.9223203271814,2.9063093427071376,50.003327626827335,0.9506658945528141,2.009989599930195
0.0108,-80.82421332857788,-232.2036208806612,313.027834209239,2.8756550564175725,50.003390316733416,0.9506784538240731,2.0101780571505805
0.011000000000000001,-100.43052317185803,-217.4674470666289,317.89797023848695,2.8454915028125263,50.00345300128572,0.9506910128274894,2.010366512924438
0.0112,-119.64047962252035,-201.87302859045093,321.5135082129712,2.815937723657661,50.00351568038526,0.9507035715581047,2.0105549672249823
0.0114,-138.37826975864863,-185.4819094974402,323.86017925608894,2.7871103542174636,50.00357835393307,0.9507161300109611,2.01074342002543
0.011600000000000001,-156.5699440830575,-168.3587780462673,324.9287221293248,2.7591231629491424,50.00364102183017,0.9507286881811007,2.010931871298999
0.0118,-174.1437083681738,-150.57121141395518,324.71491978212896,2.7320866025105017,50.00370368397759,0.9507412460635658,2.011120321018905
0.012,-191.03020699505382,-132.18940899963505,323.2196159946888,2.7061073738537633,50.0037663402764,0.9507538036533987,2.011308769158365
0.0122,-207.16279666832423,-113.28591537958977,320.44871204791406,2.681288005125655,50.00382899062763,0.9507663609456417,2.011497215690597
0.012400000000000001,-222.47780942682394,-93.9353340069532,316.4131434337771,2.6577264470356554,50.00389163493237,0.9507789179353378,2.011685660588818
0.0126,-236.91480391195878,-74.21403278596316,311.1288366979219,2.635515686289294,50.00395427309169,0.9507914746175292,2.011874103826246
0.0128,-250.4168039021316,-54.1998426827334,304.61664658486467,2.614743378612105,50.00401690500667,0.9508040309872591,2.012062545376099
0.013000000000000001,-262.9305231718581,-33.97175056198708,296.90227373384516,2.595491502812526,50.00407953057841,0.9508165870395702,2.0122509852115957
0.0132,-274.40657578815495,-13.609587461989689,288.0161632501447,2.5778360372489924,50.00414214970801,0.9508291427695057,2.0124394233059544
0.0134,-284.79967101425564,6.8062864620910855,277.9933845521646,2.5618466599780683,50.004204762296595,0.9508416981721087,2.012627859632393
0.013600000000000001,-294.06879205145634,27.195299083002492,266.8734929684537,2.54758647376699,50.00426736824528,0.9508542532424227,2.012816294164131
0.013800000000000002,-302.1773579136817,47.476984282783626,254.70037363089787,2.535111757055874,50.00432996745521,0.9508668079754911,2.0130047268743887
0.014,-309.0933677959249,67.57129951577153,241.52206828015312,2.524471741852423,50.00439255982754,0.9508793623663573,2.0131931577363837
0.0142,-314.78952736680515,87.39894169996155,227.3905856668436,2.5157084194356845,50.00445514526341,0.9508919164100652,2.0133815867233373
0.014400000000000001,-319.24335648682387,106.88166019003964,212.361696296784,2.5088563746356556,50.004517723663994,0.9509044701016586,2.013570013808469
0.0146,-322.43727792720523,125.94256559693343,196.49471233027182,2.5039426493427612,50.004580294930484,0.9509170234361816,2.0137584389649987
0.0148,-324.3586867391883,144.5064332351013,179.8522535040867,2.500986635785864,50.00464285896406,0.9509295764086783,2.013946862166148
0.015000000000000001,-324.99999999999994,162.50000000000026,162.49999999999972,2.5,50.004705415665924,0.9509421290141928,2.0141352833851367
0.0152,-324.3586867391883,179.85225350408695,144.50643323510127,2.500986635785864,50.0047679649373,0.9509546812477698,2.0143237025951866
0.0154,-322.43727792720523,196.49471233027185,125.9425655969334,2.5039426493427612,50.004830506679404,0.9509672331044537,2.0145121197695186
0.015600000000000001,-319.2433564868238,212.3616962967842,106.88166019003934,2.5088563746356556,50.00489304079348,0.9509797845792893,2.014700534881355
0.0158,-314.78952736680515,227.39058566684366,87.39894169996124,2.5157084194356845,50.00495556718078,0.9509923356673216,2.0148889479039176
0.016,-309.09336779592496,241.52206828015298,67.57129951577178,2.524471741852423,50.00501808574256,0.9510048863635954,2.0150773588104283
0.0162,-302.17735791368176,254.70037363089773,47.476984282783874,2.535111757055874,50.0050805963801,0.951017436663156,2.0152657675741104
0.0164,-294.06879205145617,266.8734929684539,27.19529908300218,2.5475864737669904,50.00514309899468,0.9510299865610486,2.015454174168186
0.0166,-284.7996710142556,277.9933845521646,6.806286462090772,2.5618466599780683,50.00520559348761,0.9510425360523189,2.0156425785658794
0.016800000000000002,-274.4065757881547,288.0161632501449,-13.60958746199029,2.577836037248993,50.00526807976019,0.9510550851320125,2.0158309807404136
0.017,-262.9305231718578,296.90227373384533,-33.97175056198767,2.5954915028125263,50.00533055771376,0.9510676337951751,2.016019380665012
0.0172,-250.41680390213148,304.6166465848648,-54.199842682733426,2.6147433786121055,50.00539302724965,0.951080182036853,2.016207778312899
0.017400000000000002,-236.9148039119586,311.12883669792194,-74.21403278596347,2.6355156862892946,50.00545548826921,0.9510927298520919,2.0163961736572995
0.0176,-222.47780942682368,316.4131434337771,-93.93533400695351,2.657726447035656,50.00551794067382,0.9511052772359385,2.016584566671438
0.0178,-207.1627966683241,320.44871204791406,-113.28591537959008,2.6812880051256553,50.00558038436484,0.9511178241834392,2.01677295732854
0.018000000000000002,-191.03020699505356,323.21961599468887,-132.18940899963533,2.7061073738537638,50.005642819243675,0.9511303706896405,2.0169613456018305
0.0182,-174.14370836817378,324.714919782129,-150.5712114139552,2.7320866025105017,50.00570524521172,0.9511429167495893,2.0171497314645355
0.0184,-156.56994408305746,324.9287221293248,-168.35877804626733,2.7591231629491424,50.00576766217041,0.9511554623583328,2.017338114889881
0.018600000000000002,-138.37826975864846,323.86017925608894,-185.48190949744045,2.787110354217464,50.00583007002118,0.951168007510918,2.0175264958510937
0.0188,-119.6404796225203,321.51350821297115,-201.87302859045096,2.8159377236576613,50.005892468665465,0.9511805522023924,2.017714874321401
0.019,-100.430523171858,317.89797023848695,-217.46744706662892,2.8454915028125263,50.00595485800474,0.9511930964278034,2.017903250274029
0.019200000000000002,-80.82421332857771,313.0278342092389,-232.20362088066125,2.875655056417573,50.00601723794048,0.9512056401821988,2.018091623682206
0.0194,-60.89892724036053,306.92232032718135,-246.02339308682082,2.9063093427071376,50.006079608374186,0.9512181834606266,2.01827999451916
0.0196,-40.733300908399016,299.60552426626265,-258.87222335786373,2.937333383217848,50.006141969207356,0.9512307262581349,2.018468362758119
0.0198,-20.40691884702681,291.10632207780924,-270.6994032307825,2.9686047402353433,50.006204320341524,0.9512432685697719,2.018656728372312
0.02,-7.960204194457796e-14,281.4582562299427,-281.4582562299426,3.0,50.00626666167822,0.9512558103905863,2.0188450913349674
